Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	regulation of mRNA stability (GO:0043488)	4/146	4.835142e-04	1.136258e-02	0	0	1.212982e+01	9.260428e+01	NPM1;PSMB2;HNRNPD;RPS27A
GO_Biological_Process_2021	protein deubiquitination (GO:0016579)	5/267	5.297943e-04	1.202085e-02	0	0	8.349449e+00	6.298007e+01	SNX3;PSMB2;RPS27A;RHOA;ACTB
GO_Biological_Process_2021	protein modification by small protein removal (GO:0070646)	5/276	6.156369e-04	1.337018e-02	0	0	8.068471e+00	5.964902e+01	SNX3;PSMB2;RPS27A;RHOA;ACTB
GO_Biological_Process_2021	interleukin-27-mediated signaling pathway (GO:0070106)	2/15	6.299021e-04	1.337018e-02	0	0	6.390064e+01	4.709443e+02	STAT1;CANX
GO_Biological_Process_2021	3'-UTR-mediated mRNA stabilization (GO:0070935)	2/18	9.134705e-04	1.878324e-02	0	0	5.191146e+01	3.632899e+02	HNRNPC;TARDBP
GO_Biological_Process_2021	RNA processing (GO:0006396)	4/179	1.036365e-03	2.066448e-02	0	0	9.826087e+00	6.752523e+01	HNRNPD;RNPS1;HNRNPC;TARDBP
GO_Biological_Process_2021	positive regulation of gene expression (GO:0010628)	6/482	1.229081e-03	2.378633e-02	0	0	5.578877e+00	3.738678e+01	NPM1;RPS7;HNRNPD;GAPDH;ACTB;ZPR1
GO_Biological_Process_2021	positive regulation of signal transduction by p53 class mediator (GO:1901798)	2/22	1.370384e-03	2.576321e-02	0	0	4.152083e+01	2.737329e+02	RPS7;RPL37
GO_Biological_Process_2021	transforming growth factor beta receptor signaling pathway (GO:0007179)	3/89	1.435293e-03	2.623397e-02	0	0	1.474320e+01	9.651466e+01	FNTA;RPS27A;RHOA
GO_Biological_Process_2021	maturation of LSU-rRNA (GO:0000470)	2/26	1.915765e-03	3.406955e-02	0	0	3.459375e+01	2.164752e+02	RPL35;RPL10A
GO_Biological_Process_2021	positive regulation of translation (GO:0045727)	3/100	2.004676e-03	3.471255e-02	0	0	1.306405e+01	8.115744e+01	KHDRBS1;NPM1;HNRNPD
GO_Biological_Process_2021	cellular response to transforming growth factor beta stimulus (GO:0071560)	3/114	2.909029e-03	4.908055e-02	0	0	1.140828e+01	6.662363e+01	FNTA;RPS27A;RHOA
GO_Biological_Process_2021	regulation of mRNA catabolic process (GO:0061013)	3/122	3.522095e-03	5.793846e-02	0	0	1.063705e+01	6.008548e+01	PSMB2;HNRNPD;RPS27A
GO_Biological_Process_2021	spliceosomal snRNP assembly (GO:0000387)	2/38	4.065467e-03	6.524579e-02	0	0	2.304861e+01	1.268878e+02	SART1;SART3
GO_Biological_Process_2021	endothelial cell migration (GO:0043542)	2/39	4.278407e-03	6.702838e-02	0	0	2.242455e+01	1.223074e+02	STAT1;RHOA
GO_Biological_Process_2021	transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178)	3/133	4.485688e-03	6.864146e-02	0	0	9.731588e+00	5.261736e+01	FNTA;RPS27A;RHOA
GO_Biological_Process_2021	epithelial cell migration (GO:0010631)	2/41	4.719495e-03	7.057791e-02	0	0	2.127244e+01	1.139363e+02	STAT1;RHOA
GO_Biological_Process_2021	ATP-dependent chromatin remodeling (GO:0043044)	2/42	4.947592e-03	7.126173e-02	0	0	2.073958e+01	1.101034e+02	HNRNPC;ACTB
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	8/1079	4.981823e-03	7.126173e-02	0	0	3.357610e+00	1.780191e+01	HINT1;SART3;RPS7;C1D;HNRNPD;TARDBP;ZNF146;ZPR1
GO_Biological_Process_2021	substantia nigra development (GO:0021762)	2/43	5.180691e-03	7.252968e-02	0	0	2.023272e+01	1.064811e+02	ACTB;RHOA
GO_Biological_Process_2021	mRNA stabilization (GO:0048255)	2/44	5.418766e-03	7.428225e-02	0	0	1.975000e+01	1.030533e+02	HNRNPC;TARDBP
GO_Biological_Process_2021	positive regulation of nucleocytoplasmic transport (GO:0046824)	2/46	5.909742e-03	7.935940e-02	0	0	1.885038e+01	9.672418e+01	KHDRBS1;ZPR1
GO_Biological_Process_2021	response to cytokine (GO:0034097)	3/150	6.263172e-03	8.242335e-02	0	0	8.598784e+00	4.362222e+01	ITIH4;STAT1;RHOA
GO_Biological_Process_2021	RNA catabolic process (GO:0006401)	2/49	6.682897e-03	8.622248e-02	0	0	1.764450e+01	8.836727e+01	HNRNPD;ZPR1
GO_Biological_Process_2021	regulation of alternative mRNA splicing, via spliceosome (GO:0000381)	2/54	8.067670e-03	1.020871e-01	0	0	1.594391e+01	7.684790e+01	KHDRBS1;RNPS1
GO_Biological_Process_2021	nucleosome assembly (GO:0006334)	2/58	9.260283e-03	1.149673e-01	0	0	1.480208e+01	6.930366e+01	NPM1;SART3
GO_Biological_Process_2021	ribonucleoprotein complex biogenesis (GO:0022613)	2/60	9.884320e-03	1.163242e-01	0	0	1.429023e+01	6.597521e+01	NPM1;RPS7
GO_Biological_Process_2021	regulation of translation (GO:0006417)	3/178	9.999860e-03	1.163242e-01	0	0	7.212766e+00	3.321612e+01	NPM1;HNRNPD;GAPDH
GO_Biological_Process_2021	antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844)	2/64	1.118690e-02	1.163242e-01	0	0	1.336559e+01	6.005176e+01	RPL30;GAPDH
GO_Biological_Process_2021	pre-replicative complex assembly (GO:0036388)	2/64	1.118690e-02	1.163242e-01	0	0	1.336559e+01	6.005176e+01	PSMB2;RPS27A
GO_Biological_Process_2021	cell-cell junction assembly (GO:0007043)	2/66	1.186506e-02	1.163242e-01	0	0	1.294661e+01	5.740732e+01	RHOA;ACTB
GO_Biological_Process_2021	regulation of ribonuclease activity (GO:0060700)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	NPM1
GO_Biological_Process_2021	renal tubule development (GO:0061326)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	STAT1
GO_Biological_Process_2021	positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902255)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	RPS7
GO_Biological_Process_2021	Roundabout signaling pathway (GO:0035385)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	RHOA
GO_Biological_Process_2021	rRNA transport (GO:0051029)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	NPM1
GO_Biological_Process_2021	positive regulation of nucleobase-containing compound transport (GO:0032241)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	KHDRBS1
GO_Biological_Process_2021	late endosome to Golgi transport (GO:0034499)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	SNX3
GO_Biological_Process_2021	positive regulation of RNA export from nucleus (GO:0046833)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	KHDRBS1
GO_Biological_Process_2021	metanephric mesenchymal cell differentiation (GO:0072162)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	STAT1
GO_Biological_Process_2021	peptidyl-cysteine S-nitrosylation (GO:0018119)	1/5	1.243878e-02	1.163242e-01	0	0	1.017653e+02	4.464379e+02	GAPDH
GO_Biological_Process_2021	regulation of translational initiation (GO:0006446)	2/68	1.256089e-02	1.163242e-01	0	0	1.255303e+01	5.494671e+01	KHDRBS1;NPM1
GO_Biological_Process_2021	protein transport (GO:0015031)	4/369	1.347357e-02	1.163242e-01	0	0	4.665873e+00	2.009603e+01	ARF1;NPM1;ATP6V0B;CANX
GO_Biological_Process_2021	nucleic acid metabolic process (GO:0090304)	2/71	1.363735e-02	1.163242e-01	0	0	1.200543e+01	5.156266e+01	HNRNPD;HNRNPC
GO_Biological_Process_2021	cell junction organization (GO:0034330)	2/72	1.400480e-02	1.163242e-01	0	0	1.183333e+01	5.050887e+01	RHOA;ACTB
GO_Biological_Process_2021	cytoskeleton-dependent cytokinesis (GO:0061640)	2/72	1.400480e-02	1.163242e-01	0	0	1.183333e+01	5.050887e+01	JTB;RHOA
GO_Biological_Process_2021	chromatin assembly (GO:0031497)	2/73	1.437653e-02	1.163242e-01	0	0	1.166608e+01	4.948935e+01	NPM1;SART3
GO_Biological_Process_2021	negative regulation of cell size (GO:0045792)	1/6	1.490828e-02	1.163242e-01	0	0	8.140816e+01	3.423896e+02	RHOA
GO_Biological_Process_2021	foam cell differentiation (GO:0090077)	1/6	1.490828e-02	1.163242e-01	0	0	8.140816e+01	3.423896e+02	STAT1
GO_Biological_Process_2021	positive regulation of deacetylase activity (GO:0090045)	1/6	1.490828e-02	1.163242e-01	0	0	8.140816e+01	3.423896e+02	FNTA
GO_Biological_Process_2021	macrophage derived foam cell differentiation (GO:0010742)	1/6	1.490828e-02	1.163242e-01	0	0	8.140816e+01	3.423896e+02	STAT1
GO_Biological_Process_2021	mesenchymal cell differentiation involved in kidney development (GO:0072161)	1/6	1.490828e-02	1.163242e-01	0	0	8.140816e+01	3.423896e+02	STAT1
GO_Biological_Process_2021	protein geranylgeranylation (GO:0018344)	1/6	1.490828e-02	1.163242e-01	0	0	8.140816e+01	3.423896e+02	FNTA
GO_Biological_Process_2021	regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418)	2/75	1.513274e-02	1.163242e-01	0	0	1.134532e+01	4.754704e+01	PSMB2;RPS27A
GO_Biological_Process_2021	regulation of RNA splicing (GO:0043484)	2/76	1.551716e-02	1.163242e-01	0	0	1.119144e+01	4.662140e+01	KHDRBS1;ZPR1
GO_Biological_Process_2021	positive regulation of type I interferon production (GO:0032481)	2/77	1.590578e-02	1.163242e-01	0	0	1.104167e+01	4.572435e+01	STAT1;GAPDH
GO_Biological_Process_2021	axon development (GO:0061564)	2/79	1.669548e-02	1.163242e-01	0	0	1.075379e+01	4.401114e+01	ACTB;ZPR1
GO_Biological_Process_2021	response to interferon-gamma (GO:0034341)	2/80	1.709652e-02	1.163242e-01	0	0	1.061538e+01	4.319273e+01	STAT1;GAPDH
GO_Biological_Process_2021	purine-containing compound metabolic process (GO:0072521)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	GUK1
GO_Biological_Process_2021	regulation by virus of viral protein levels in host cell (GO:0046719)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	STAT1
GO_Biological_Process_2021	regulation of tubulin deacetylation (GO:0090043)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	FNTA
GO_Biological_Process_2021	response to host defenses (GO:0052200)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	RPS27A
GO_Biological_Process_2021	ribosomal large subunit export from nucleus (GO:0000055)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	NPM1
GO_Biological_Process_2021	ribosomal small subunit export from nucleus (GO:0000056)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	NPM1
GO_Biological_Process_2021	negative regulation of protein kinase activity by regulation of protein phosphorylation (GO:0044387)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	NPM1
GO_Biological_Process_2021	rRNA-containing ribonucleoprotein complex export from nucleus (GO:0071428)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	NPM1
GO_Biological_Process_2021	positive regulation of protein deubiquitination (GO:1903003)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	SART3
GO_Biological_Process_2021	long-term synaptic depression (GO:0060292)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	ARF1
GO_Biological_Process_2021	cleavage furrow formation (GO:0036089)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	RHOA
GO_Biological_Process_2021	membrane invagination (GO:0010324)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	SNX3
GO_Biological_Process_2021	modulation by symbiont of host defense response (GO:0052031)	1/7	1.737174e-02	1.163242e-01	0	0	6.783673e+01	2.749362e+02	RPS27A
GO_Biological_Process_2021	positive regulation of cellular amide metabolic process (GO:0034250)	2/81	1.750166e-02	1.163242e-01	0	0	1.048049e+01	4.239838e+01	NPM1;HNRNPD
GO_Biological_Process_2021	ephrin receptor signaling pathway (GO:0048013)	2/82	1.791087e-02	1.178536e-01	0	0	1.034896e+01	4.162710e+01	RHOA;ACTB
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	3/224	1.846445e-02	1.197026e-01	0	0	5.698180e+00	2.274661e+01	STAT1;GAPDH;RHOA
GO_Biological_Process_2021	anaphase-promoting complex-dependent catabolic process (GO:0031145)	2/84	1.874144e-02	1.197026e-01	0	0	1.009553e+01	4.015010e+01	PSMB2;RPS27A
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	5/621	1.905656e-02	1.197026e-01	0	0	3.487374e+00	1.381120e+01	ARF1;PSMB2;STAT1;CANX;RPS27A
GO_Biological_Process_2021	Wnt signaling pathway, planar cell polarity pathway (GO:0060071)	2/85	1.916275e-02	1.197026e-01	0	0	9.973394e+00	3.944264e+01	PSMB2;RHOA
GO_Biological_Process_2021	regulation of endodeoxyribonuclease activity (GO:0032071)	1/8	1.982916e-02	1.197026e-01	0	0	5.814286e+01	2.279550e+02	NPM1
GO_Biological_Process_2021	interleukin-21-mediated signaling pathway (GO:0038114)	1/8	1.982916e-02	1.197026e-01	0	0	5.814286e+01	2.279550e+02	STAT1
GO_Biological_Process_2021	cellular response to interleukin-21 (GO:0098757)	1/8	1.982916e-02	1.197026e-01	0	0	5.814286e+01	2.279550e+02	STAT1
GO_Biological_Process_2021	regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902253)	1/8	1.982916e-02	1.197026e-01	0	0	5.814286e+01	2.279550e+02	RPS7
GO_Biological_Process_2021	postsynapse organization (GO:0099173)	1/8	1.982916e-02	1.197026e-01	0	0	5.814286e+01	2.279550e+02	ARF1
GO_Biological_Process_2021	regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	2/87	2.001732e-02	1.197400e-01	0	0	9.737745e+00	3.808585e+01	PSMB2;RPS27A
GO_Biological_Process_2021	regulation of establishment of planar polarity (GO:0090175)	2/88	2.045053e-02	1.212293e-01	0	0	9.624031e+00	3.743504e+01	PSMB2;RHOA
GO_Biological_Process_2021	regulation of mRNA splicing, via spliceosome (GO:0048024)	2/90	2.132870e-02	1.241960e-01	0	0	9.404356e+00	3.618516e+01	KHDRBS1;RNPS1
GO_Biological_Process_2021	Wnt signaling pathway (GO:0016055)	2/92	2.222238e-02	1.241960e-01	0	0	9.194444e+00	3.500008e+01	SNX3;RPS27A
GO_Biological_Process_2021	regulation of transmembrane transporter activity (GO:0022898)	1/9	2.228056e-02	1.241960e-01	0	0	5.087245e+01	1.935209e+02	ACTB
GO_Biological_Process_2021	interleukin-9-mediated signaling pathway (GO:0038113)	1/9	2.228056e-02	1.241960e-01	0	0	5.087245e+01	1.935209e+02	STAT1
GO_Biological_Process_2021	cellular response to interleukin-9 (GO:0071355)	1/9	2.228056e-02	1.241960e-01	0	0	5.087245e+01	1.935209e+02	STAT1
GO_Biological_Process_2021	negative regulation of ubiquitin protein ligase activity (GO:1904667)	1/9	2.228056e-02	1.241960e-01	0	0	5.087245e+01	1.935209e+02	RPS7
GO_Biological_Process_2021	membrane organization (GO:0061024)	3/242	2.259191e-02	1.241960e-01	0	0	5.264221e+00	1.995226e+01	SNX3;RPS27A;ACTB
GO_Biological_Process_2021	interleukin-1-mediated signaling pathway (GO:0070498)	2/94	2.313142e-02	1.241960e-01	0	0	8.993659e+00	3.387519e+01	PSMB2;RPS27A
GO_Biological_Process_2021	nucleosome organization (GO:0034728)	2/94	2.313142e-02	1.241960e-01	0	0	8.993659e+00	3.387519e+01	NPM1;SART3
GO_Biological_Process_2021	protein prenylation (GO:0018342)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	FNTA
GO_Biological_Process_2021	adherens junction assembly (GO:0034333)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	ACTB
GO_Biological_Process_2021	apical protein localization (GO:0045176)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	ACTB
GO_Biological_Process_2021	negative regulation of establishment of protein localization (GO:1904950)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	SNX3
GO_Biological_Process_2021	cell differentiation involved in metanephros development (GO:0072202)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	STAT1
GO_Biological_Process_2021	positive regulation of lipase activity (GO:0060193)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	RHOA
GO_Biological_Process_2021	positive regulation of mesenchymal cell proliferation (GO:0002053)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	STAT1
GO_Biological_Process_2021	nucleoside metabolic process (GO:0009116)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	ERH
GO_Biological_Process_2021	modification-dependent macromolecule catabolic process (GO:0043632)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	RPS27A
GO_Biological_Process_2021	modulation by symbiont of host process (GO:0044003)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	RPS27A
GO_Biological_Process_2021	endothelial tube morphogenesis (GO:0061154)	1/10	2.472595e-02	1.241960e-01	0	0	4.521769e+01	1.673010e+02	RHOA
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen via MHC class II (GO:0019886)	2/98	2.499488e-02	1.245957e-01	0	0	8.617188e+00	3.178953e+01	ARF1;CANX
GO_Biological_Process_2021	antigen processing and presentation of peptide antigen via MHC class II (GO:0002495)	2/100	2.594896e-02	1.283791e-01	0	0	8.440476e+00	3.082144e+01	ARF1;CANX
GO_Biological_Process_2021	positive regulation of cellular protein metabolic process (GO:0032270)	2/102	2.691773e-02	1.285957e-01	0	0	8.270833e+00	2.989882e+01	NPM1;HNRNPD
GO_Biological_Process_2021	cell junction assembly (GO:0034329)	2/102	2.691773e-02	1.285957e-01	0	0	8.270833e+00	2.989882e+01	RHOA;ACTB
GO_Biological_Process_2021	establishment of epithelial cell apical/basal polarity (GO:0045198)	1/11	2.716534e-02	1.285957e-01	0	0	4.069388e+01	1.467345e+02	RHOA
GO_Biological_Process_2021	negative regulation of centrosome duplication (GO:0010826)	1/11	2.716534e-02	1.285957e-01	0	0	4.069388e+01	1.467345e+02	NPM1
GO_Biological_Process_2021	regulation of mesenchymal cell proliferation (GO:0010464)	1/11	2.716534e-02	1.285957e-01	0	0	4.069388e+01	1.467345e+02	STAT1
GO_Biological_Process_2021	metanephric mesenchyme development (GO:0072075)	1/11	2.716534e-02	1.285957e-01	0	0	4.069388e+01	1.467345e+02	STAT1
GO_Biological_Process_2021	antigen processing and presentation of exogenous peptide antigen (GO:0002478)	2/103	2.740756e-02	1.288155e-01	0	0	8.188531e+00	2.945363e+01	ARF1;CANX
GO_Biological_Process_2021	regulation of RNA export from nucleus (GO:0046831)	1/12	2.959876e-02	1.333972e-01	0	0	3.699258e+01	1.302147e+02	KHDRBS1
GO_Biological_Process_2021	pyrimidine-containing compound metabolic process (GO:0072527)	1/12	2.959876e-02	1.333972e-01	0	0	3.699258e+01	1.302147e+02	ERH
GO_Biological_Process_2021	regulation of actin nucleation (GO:0051125)	1/12	2.959876e-02	1.333972e-01	0	0	3.699258e+01	1.302147e+02	ARF1
GO_Biological_Process_2021	nuclear body organization (GO:0030575)	1/12	2.959876e-02	1.333972e-01	0	0	3.699258e+01	1.302147e+02	ZPR1
GO_Biological_Process_2021	morphogenesis of a polarized epithelium (GO:0001738)	1/12	2.959876e-02	1.333972e-01	0	0	3.699258e+01	1.302147e+02	ACTB
GO_Biological_Process_2021	phosphate ion transmembrane transport (GO:0035435)	1/12	2.959876e-02	1.333972e-01	0	0	3.699258e+01	1.302147e+02	SLC25A3
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	2/111	3.145448e-02	1.354081e-01	0	0	7.584480e+00	2.623634e+01	RHOA;ACTB
GO_Biological_Process_2021	regulation of macroautophagy (GO:0016241)	2/112	3.197608e-02	1.354081e-01	0	0	7.515152e+00	2.587292e+01	ATP6V0B;GAPDH
GO_Biological_Process_2021	purine nucleotide catabolic process (GO:0006195)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	HINT1
GO_Biological_Process_2021	ribosomal subunit export from nucleus (GO:0000054)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	NPM1
GO_Biological_Process_2021	spinal cord development (GO:0021510)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	ZPR1
GO_Biological_Process_2021	spliceosomal tri-snRNP complex assembly (GO:0000244)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	SART3
GO_Biological_Process_2021	regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994)	1/13	3.202621e-02	1.354081e-01	0	0	3.390816e+01	1.166848e+02	RHOA
