gene,freq,pct
NPM1P22,22,0.44
NTN1,22,0.44
NYX,22,0.44
RAB11FIP5,22,0.44
RPS27A,22,0.44
SCML1,22,0.44
ZNF45,22,0.44
BZRAP1,21,0.42
CPA4,21,0.42
DDX5,21,0.42
DHRS7,21,0.42
ENDOU,21,0.42
GTPBP8,21,0.42
ITIH4,21,0.42
LINC00652,21,0.42
LOC100508408,21,0.42
NKIRAS2,21,0.42
ONECUT1,21,0.42
PAWR,21,0.42
PTPLB,21,0.42
RHOA,21,0.42
RPL30,21,0.42
TARDBP,21,0.42
ZFPL1,21,0.42
ANKS1B,20,0.4
CDKL5,20,0.4
CNPPD1,20,0.4
DOK3,20,0.4
FAAH,20,0.4
FOXE1,20,0.4
LCMT2,20,0.4
PYY,20,0.4
RFPL3S,20,0.4
SART3,20,0.4
TRH,20,0.4
ZNF146,20,0.4
ZNF257,20,0.4
AHCYL1,19,0.38
CAMK4,19,0.38
CDH2,19,0.38
CTNS,19,0.38
CXCL2,19,0.38
GALR2,19,0.38
LOC100130741,19,0.38
PEX1,19,0.38
PPL,19,0.38
PRDM14,19,0.38
RPS24,19,0.38
STARD7,19,0.38
TROVE2,19,0.38
C18orf32,18,0.36
CDR1,18,0.36
FOXG1,18,0.36
FRMD1,18,0.36
HNRNPC,18,0.36
KAT7,18,0.36
MKRN3,18,0.36
MUC5AC,18,0.36
PHF14,18,0.36
PSMD4,18,0.36
RAB5A,18,0.36
RAB8B,18,0.36
RTCB,18,0.36
TMEM161A,18,0.36
VILL,18,0.36
ATP6V0A1,17,0.34
C1QTNF9B-AS1,17,0.34
CHURC1-FNTB,17,0.34
CNGB1,17,0.34
FXYD2,17,0.34
HS3ST1,17,0.34
MSH6,17,0.34
OSER1,17,0.34
PARP3,17,0.34
RSU1,17,0.34
SEC31B,17,0.34
TCR-alpha,17,0.34
TRPV4,17,0.34
USP21,17,0.34
ZGPAT,17,0.34
ZNF324B,17,0.34
ACSBG2,16,0.32
ANKRD2,16,0.32
BLOC1S1-RDH5,16,0.32
BTNL2,16,0.32
CACNG5,16,0.32
CANX,16,0.32
CASC5,16,0.32
CD244,16,0.32
CHRNE,16,0.32
GS1-164F24.1,16,0.32
ITGB4,16,0.32
LSR,16,0.32
OBSL1,16,0.32
OGFOD2,16,0.32
PRO2958,16,0.32
RPL21,16,0.32
RPS25,16,0.32
SAFB,16,0.32
SLC25A40,16,0.32
SLC30A10,16,0.32
STIM1,16,0.32
TMCC1,16,0.32
TRIO,16,0.32
ZNF3,16,0.32
ZP2,16,0.32
ACTB,15,0.3
APCS,15,0.3
CDHR2,15,0.3
CRYGC,15,0.3
CYP2W1,15,0.3
DFNB31,15,0.3
IBA57,15,0.3
IDI2-AS1,15,0.3
LOC100134822,15,0.3
MRPL41,15,0.3
MYO9A,15,0.3
NARS,15,0.3
RBM26,15,0.3
TASP1,15,0.3
TSSC1,15,0.3
VRTN,15,0.3
YIF1B,15,0.3
AGGF1,14,0.28
BRAF,14,0.28
CALCR,14,0.28
FADS2,14,0.28
FGL1,14,0.28
HNRNPD,14,0.28
KRAS,14,0.28
LINS,14,0.28
LOC100130331,14,0.28
MRAS,14,0.28
MT4,14,0.28
NPM1,14,0.28
OR1G1,14,0.28
PLEKHH3,14,0.28
PROX1,14,0.28
THRA,14,0.28
TNIP3,14,0.28
TRHDE,14,0.28
TSKS,14,0.28
UBE4B,14,0.28
ZNF480,14,0.28
ABCF3,13,0.26
ACOT11,13,0.26
ADAM2,13,0.26
ANAPC5,13,0.26
ASAH1,13,0.26
BTN1A1,13,0.26
CD59,13,0.26
CHRM4,13,0.26
CREM,13,0.26
DNAJC4,13,0.26
E2F3,13,0.26
GNAO1,13,0.26
HYAL3,13,0.26
KIAA0408,13,0.26
LOC101929078,13,0.26
MAPK7,13,0.26
PINLYP,13,0.26
PP13,13,0.26
PRR34,13,0.26
RPL14,13,0.26
SLC15A1,13,0.26
SLC17A3,13,0.26
SLC24A1,13,0.26
THAP3,13,0.26
TSHR,13,0.26
UGT8,13,0.26
XIST,13,0.26
ZBP1,13,0.26
ZIC1,13,0.26
ACVR2B-AS1,12,0.24
ALOX15,12,0.24
AMACR,12,0.24
BAHD1,12,0.24
BC069782,12,0.24
CDH8,12,0.24
CDK5R2,12,0.24
CLEC2D,12,0.24
CROT,12,0.24
EIF1AX,12,0.24
EMID1,12,0.24
EPS15L1,12,0.24
FBXO40,12,0.24
FLRT1,12,0.24
FNDC8,12,0.24
GJD2,12,0.24
MIR7110,12,0.24
MTHFSD,12,0.24
NUP54,12,0.24
PRKCA,12,0.24
RPE,12,0.24
RPL18,12,0.24
SLC25A3,12,0.24
SNRPN,12,0.24
TAF7L,12,0.24
TTI2,12,0.24
UNC93B1,12,0.24
ZNF467,12,0.24
ZXDB,12,0.24
ADPRH,11,0.22
APOA4,11,0.22
ATF5,11,0.22
BCL7A,11,0.22
C5orf42,11,0.22
CLCN2,11,0.22
DGKH,11,0.22
DHX58,11,0.22
EFCAB11,11,0.22
EPHA5,11,0.22
FCAR,11,0.22
GMPR,11,0.22
GOT2P1,11,0.22
GPR85,11,0.22
IGF2-AS,11,0.22
KSR1,11,0.22
MGAT3,11,0.22
MYT1L,11,0.22
NCKIPSD,11,0.22
NOL10,11,0.22
OGT,11,0.22
PAX3,11,0.22
PSPC1,11,0.22
RS1,11,0.22
SIPA1L1,11,0.22
SLC22A6,11,0.22
SLC5A1,11,0.22
SPRR2B,11,0.22
XPOT,11,0.22
ZFAND5,11,0.22
ACVR1B,10,0.2
ATP5E,10,0.2
BCKDHA,10,0.2
CCDC134,10,0.2
CPS1,10,0.2
CSNK1A1,10,0.2
DGCR2,10,0.2
DPEP3,10,0.2
EXPH5,10,0.2
GSG1,10,0.2
GYPE,10,0.2
HYAL1,10,0.2
ISL1,10,0.2
KLKB1,10,0.2
LOC102725198,10,0.2
MMP1,10,0.2
MYOG,10,0.2
NBPF1,10,0.2
NEFL,10,0.2
NEFM,10,0.2
NEUROG3,10,0.2
NOS1,10,0.2
NRG1,10,0.2
PITX2,10,0.2
PLCB2,10,0.2
PNLIPRP2,10,0.2
RDH8,10,0.2
RGCC,10,0.2
RHBDD3,10,0.2
SERPINB2,10,0.2
SF3B1,10,0.2
SMNDC1,10,0.2
TCP11L1,10,0.2
TSPYL2,10,0.2
USP11,10,0.2
USP29,10,0.2
ZNF516,10,0.2
ZSCAN32,10,0.2
ACSF2,9,0.18
AQP4,9,0.18
ARHGAP17,9,0.18
ARID1A,9,0.18
ASMT,9,0.18
BUB1,9,0.18
CAT,9,0.18
CBWD1,9,0.18
CDC6,9,0.18
CDH13,9,0.18
CRP,9,0.18
CST8,9,0.18
CTB-176F20.3,9,0.18
DGUOK,9,0.18
EPB41L4A,9,0.18
FANCA,9,0.18
FGF13,9,0.18
FTO,9,0.18
GP2,9,0.18
GTF2B,9,0.18
H2AFX,9,0.18
ILVBL,9,0.18
KHK,9,0.18
KLHL21,9,0.18
LPPR3,9,0.18
MFN2,9,0.18
NR1I3,9,0.18
ORC4,9,0.18
PIEZO2,9,0.18
RAB3A,9,0.18
RAPGEF5,9,0.18
RRP1,9,0.18
SERPINB10,9,0.18
TLE6,9,0.18
TP73-AS1,9,0.18
WWTR1,9,0.18
ZFR2,9,0.18
ZNF589,9,0.18
ABCD3,8,0.16
AK1,8,0.16
AMFR,8,0.16
C6orf25,8,0.16
CCDC86,8,0.16
CDC14B,8,0.16
CDH15,8,0.16
CDH18,8,0.16
CDRT1,8,0.16
CFHR4,8,0.16
CHRNA4,8,0.16
FAM168B,8,0.16
FANCE,8,0.16
GLS,8,0.16
GPR25,8,0.16
IFNAR1,8,0.16
KHDRBS1,8,0.16
KRT12,8,0.16
KRT24,8,0.16
LOC101927550,8,0.16
LRCH3,8,0.16
MANBA,8,0.16
MPHOSPH10,8,0.16
MTMR10,8,0.16
NPHP4,8,0.16
NUDT7,8,0.16
OR11A1,8,0.16
OR3A2,8,0.16
OSGIN1,8,0.16
PACS1,8,0.16
PDS5A,8,0.16
PLAUR,8,0.16
POLR2L,8,0.16
POPDC3,8,0.16
PTPN11,8,0.16
PTPN2,8,0.16
RASA2,8,0.16
RNF219,8,0.16
RPL19,8,0.16
SEMA3D,8,0.16
SERPINA7,8,0.16
SIRT1,8,0.16
SKAP2,8,0.16
SLC17A4,8,0.16
SLC17A7,8,0.16
SV2A,8,0.16
TMEM176A,8,0.16
TNFRSF10C,8,0.16
TNFSF8,8,0.16
TYR,8,0.16
WAS,8,0.16
ZNF141,8,0.16
ZSCAN12,8,0.16
ADRB3,7,0.14
ALDOAP2,7,0.14
CCDC144A,7,0.14
CCK,7,0.14
CHD9,7,0.14
CLCNKB,7,0.14
CXXC4,7,0.14
DLGAP2,7,0.14
DOT1L,7,0.14
EID1,7,0.14
EPS8L1,7,0.14
FADS3,7,0.14
FLJ42627,7,0.14
GABRE,7,0.14
GART,7,0.14
HAVCR1,7,0.14
HBA1,7,0.14
HLA-DRB4,7,0.14
HOXA11,7,0.14
HSF4,7,0.14
IER3IP1,7,0.14
IMPACT,7,0.14
INS,7,0.14
KAZN,7,0.14
KCNJ4,7,0.14
KCNMB2,7,0.14
KLK14,7,0.14
L1CAM,7,0.14
LOC1720,7,0.14
LPAR4,7,0.14
LY6G6E,7,0.14
METTL22,7,0.14
MORN1,7,0.14
MRPS22,7,0.14
NCAPH,7,0.14
NDUFAF5,7,0.14
OLFM4,7,0.14
PDCD4-AS1,7,0.14
PGK2,7,0.14
PIP4K2B,7,0.14
PLCB3,7,0.14
PMP2,7,0.14
POU2F2,7,0.14
PRRG1,7,0.14
PWWP2A,7,0.14
RAB1B,7,0.14
RAB26,7,0.14
RPH3A,7,0.14
RWDD2B,7,0.14
S100A11P1,7,0.14
S100A12,7,0.14
SLC6A14,7,0.14
SMPD3,7,0.14
STK19,7,0.14
SUPT3H,7,0.14
TGFA,7,0.14
THEG,7,0.14
TNFRSF12A,7,0.14
TNRC6B,7,0.14
TNS1,7,0.14
TRPC4,7,0.14
UCKL1,7,0.14
ZBTB33,7,0.14
ZC3H7B,7,0.14
ZNF106,7,0.14
ZNF274,7,0.14
ZNF37BP,7,0.14
ZNF510,7,0.14
ABCC2,6,0.12
AC002310.7,6,0.12
AMELX,6,0.12
ANXA2P3,6,0.12
ANXA3,6,0.12
APLP2,6,0.12
APOL2,6,0.12
ATP6V1B1,6,0.12
BBS1,6,0.12
BCMO1,6,0.12
C11orf63,6,0.12
CA9,6,0.12
CALB2,6,0.12
CBL,6,0.12
CCDC87,6,0.12
CCL15,6,0.12
CDCP1,6,0.12
CFL1,6,0.12
CLCNKA,6,0.12
CLINT1,6,0.12
CPB2,6,0.12
CPNE7,6,0.12
CRLF1,6,0.12
DBN1,6,0.12
DDI2,6,0.12
DHCR7,6,0.12
DMTN,6,0.12
DNALI1,6,0.12
DPY19L1P1,6,0.12
DSPP,6,0.12
EFNB3,6,0.12
ELAVL2,6,0.12
ENOSF1,6,0.12
FAM184A,6,0.12
FAM212B,6,0.12
GCFC2,6,0.12
GPLD1,6,0.12
HAND2,6,0.12
HSPB3,6,0.12
INA,6,0.12
JAG1,6,0.12
KIF25,6,0.12
LINC00623,6,0.12
LINC00667,6,0.12
MC3R,6,0.12
MC5R,6,0.12
MEP1B,6,0.12
MLF1,6,0.12
MLST8,6,0.12
MMACHC,6,0.12
MNX1,6,0.12
MOCOS,6,0.12
MORC4,6,0.12
MPPE1,6,0.12
MST1,6,0.12
NENF,6,0.12
NOP14-AS1,6,0.12
PDSS2,6,0.12
POFUT1,6,0.12
POU6F1,6,0.12
PPFIA3,6,0.12
PPP2CB,6,0.12
PRR16,6,0.12
PTCD3,6,0.12
RGR,6,0.12
RNF126,6,0.12
RNF25,6,0.12
RXRA,6,0.12
RYR3,6,0.12
S1PR5,6,0.12
SERPINB9,6,0.12
SH3GL2,6,0.12
SKAP1,6,0.12
SPATA31C2,6,0.12
SPP2,6,0.12
SUV39H2,6,0.12
TADA3,6,0.12
TCAP,6,0.12
TDRD7,6,0.12
TFAP2C,6,0.12
TMCO3,6,0.12
UGT2A1,6,0.12
ZDHHC11,6,0.12
ZFP36,6,0.12
AC084219.3,5,0.1
ACO1,5,0.1
ADAM20,5,0.1
AFF4,5,0.1
AKIRIN1,5,0.1
ALDH3A1,5,0.1
ALPI,5,0.1
AMH,5,0.1
AP1S1,5,0.1
ARNTL,5,0.1
AVPI1,5,0.1
BCAT2,5,0.1
BMP7,5,0.1
BRF2,5,0.1
BZW2,5,0.1
C11orf48,5,0.1
C6orf123,5,0.1
CELSR2,5,0.1
CENPO,5,0.1
CHRNB4,5,0.1
CHST8,5,0.1
CKMT1A,5,0.1
CNN3P1,5,0.1
CTIF,5,0.1
CXCL1,5,0.1
CYP2D6,5,0.1
CYP7A1,5,0.1
DBET,5,0.1
DENND2A,5,0.1
DGCR14,5,0.1
DIAPH2,5,0.1
DNAJC15,5,0.1
DNASE2B,5,0.1
DSERG1,5,0.1
EBF2,5,0.1
ESR2,5,0.1
ESRRB,5,0.1
EXOC2,5,0.1
F11R,5,0.1
FA2H,5,0.1
FABP3,5,0.1
FMO1,5,0.1
FOSB,5,0.1
FOXN3-AS2,5,0.1
GABRA4,5,0.1
GCOM1,5,0.1
GJB1,5,0.1
GMIP,5,0.1
GNRH1,5,0.1
GUCY1A2,5,0.1
HIST1H3A,5,0.1
HIST1H4L,5,0.1
HSPBP1,5,0.1
IFNA8,5,0.1
IL18BP,5,0.1
IRAK3,5,0.1
KIAA0195,5,0.1
KRT20,5,0.1
KRTAP1-3,5,0.1
LAMA2,5,0.1
LOC100506403,5,0.1
LOC102725136,5,0.1
LOC732360,5,0.1
MKS1,5,0.1
NDOR1,5,0.1
NR4A3,5,0.1
NUP107,5,0.1
OR2F2,5,0.1
PAQR3,5,0.1
PCDHGB6,5,0.1
PIAS2,5,0.1
PLAC1,5,0.1
PLAT,5,0.1
PPP1R37,5,0.1
PRAMEF10,5,0.1
PSG3,5,0.1
PSG9,5,0.1
PTPN21,5,0.1
RAB28,5,0.1
RAB36,5,0.1
RAPGEF1,5,0.1
RAPGEF6,5,0.1
RLF,5,0.1
RNF126P1,5,0.1
RPL6,5,0.1
RSG1,5,0.1
RWDD1,5,0.1
RXRG,5,0.1
SAGE1,5,0.1
SARS,5,0.1
SEMA6C,5,0.1
SIDT2,5,0.1
SLC2A14,5,0.1
SPATS2,5,0.1
SPOCK3,5,0.1
STK24,5,0.1
TCL6,5,0.1
TDGF1,5,0.1
TEF,5,0.1
TESPA1,5,0.1
TFDP2,5,0.1
TIMM17A,5,0.1
TPH1,5,0.1
TTLL1,5,0.1
TYMS,5,0.1
UBE2H,5,0.1
ZNF142,5,0.1
ZNF276,5,0.1
ZNF426,5,0.1
A4GALT,4,0.08
ABCC6,4,0.08
ACACA,4,0.08
ADH7,4,0.08
AKAP1,4,0.08
ANKRD53,4,0.08
ANP32D,4,0.08
APOC3,4,0.08
ATR,4,0.08
BAHCC1,4,0.08
BAZ2A,4,0.08
BRE,4,0.08
BTRC,4,0.08
BUD31,4,0.08
C17orf80,4,0.08
C21orf2,4,0.08
C6orf47,4,0.08
C9orf116,4,0.08
CASZ1,4,0.08
CCDC102B,4,0.08
CCDC169-SOHLH2,4,0.08
CCL11,4,0.08
CD101,4,0.08
CD84,4,0.08
CDC42EP3,4,0.08
CDK6,4,0.08
CGGBP1,4,0.08
CHRD,4,0.08
CMTR1,4,0.08
CRB1,4,0.08
CROCCP3,4,0.08
CSF3R,4,0.08
CTAGE11P,4,0.08
CTF1,4,0.08
CWH43,4,0.08
CXCL8,4,0.08
CYP2C18,4,0.08
DAB1,4,0.08
DBF4,4,0.08
DRD2,4,0.08
E2F8,4,0.08
ECHDC3,4,0.08
EDA2R,4,0.08
EEF1A1P42,4,0.08
EFCAB2,4,0.08
EIF2S1,4,0.08
EMR1,4,0.08
ENC1,4,0.08
ENPP1,4,0.08
EPHB1,4,0.08
FAM63A,4,0.08
FEZ1,4,0.08
FIP1L1,4,0.08
FLT1,4,0.08
FPGT-TNNI3K,4,0.08
FRRS1L,4,0.08
GAL,4,0.08
GATA1,4,0.08
GH1,4,0.08
GIPC1,4,0.08
GNG4,4,0.08
GNL2,4,0.08
GPR135,4,0.08
GPR39,4,0.08
GS1-600G8.3,4,0.08
HDGFRP3,4,0.08
HIST1H2AL,4,0.08
HIST1H3C,4,0.08
HMX1,4,0.08
HRH4,4,0.08
HSD17B2,4,0.08
HSD3B1,4,0.08
HSPB1,4,0.08
IFT81,4,0.08
IGF2BP2,4,0.08
IL1RN,4,0.08
IL5RA,4,0.08
IL9,4,0.08
INPP5B,4,0.08
INSRR,4,0.08
IQSEC3,4,0.08
JADE2,4,0.08
JPH2,4,0.08
KCTD15,4,0.08
KIAA0513,4,0.08
KRT75,4,0.08
LDB1,4,0.08
LDLRAD4,4,0.08
LOC100289561,4,0.08
LOC100509646,4,0.08
LOC220077,4,0.08
LOC389906,4,0.08
LRRFIP2,4,0.08
MAGEA10-MAGEA5,4,0.08
MAGEA9,4,0.08
MAP3K5,4,0.08
MAP4K5,4,0.08
MAPK8IP1,4,0.08
MARCH3,4,0.08
MB,4,0.08
MBD5,4,0.08
MLLT10,4,0.08
MOGAT2,4,0.08
MYL4,4,0.08
NAT2,4,0.08
NCOR2,4,0.08
NDP,4,0.08
NNAT,4,0.08
NPR2,4,0.08
OAZ1,4,0.08
OR10C1,4,0.08
PAQR6,4,0.08
PARK2,4,0.08
PC,4,0.08
PCDHA10,4,0.08
PDS5B,4,0.08
PDYN,4,0.08
PGBD5,4,0.08
PHF20,4,0.08
PHF3,4,0.08
PHTF2,4,0.08
PI4K2A,4,0.08
PIPOX,4,0.08
POLR3G,4,0.08
POP1,4,0.08
PPAT,4,0.08
PPP1R14B,4,0.08
PSD,4,0.08
PTPN13,4,0.08
PTPRJ,4,0.08
PTPRR,4,0.08
RARG,4,0.08
RASSF1,4,0.08
RBBP9,4,0.08
RC3H1,4,0.08
RCAN3,4,0.08
REN,4,0.08
RFPL1,4,0.08
RGS1,4,0.08
RGS20,4,0.08
RIPK2,4,0.08
RP11-209A2.1,4,0.08
RP11-560G2.2,4,0.08
RPP40,4,0.08
S100A7,4,0.08
SEC22B,4,0.08
SERHL2,4,0.08
SIX1,4,0.08
SLC22A1,4,0.08
SLC4A7,4,0.08
SLC6A5,4,0.08
SMAD9,4,0.08
SNAPC5,4,0.08
SPINK5,4,0.08
SPTA1,4,0.08
STAR,4,0.08
STOM,4,0.08
SUMO1,4,0.08
TACO1,4,0.08
TAF11,4,0.08
TARDBPP1,4,0.08
TBC1D30,4,0.08
TCEB3-AS1,4,0.08
THADA,4,0.08
THTPA,4,0.08
TLR6,4,0.08
TRIM44,4,0.08
TUBB7P,4,0.08
TULP2,4,0.08
UPF3B,4,0.08
URB2,4,0.08
WISP1,4,0.08
YEATS2,4,0.08
ZCWPW1,4,0.08
ZNF74,4,0.08
ABHD4,3,0.06
AC009237.8,3,0.06
ACOT8,3,0.06
ACVR2B,3,0.06
ADAMTS20,3,0.06
ADCK2,3,0.06
AMELY,3,0.06
ANXA13,3,0.06
APBA1,3,0.06
APBB1IP,3,0.06
AQP5,3,0.06
ARHGAP10,3,0.06
ARL4D,3,0.06
ART4,3,0.06
ASB4,3,0.06
ASIC2,3,0.06
ATP1B4,3,0.06
AUH,3,0.06
AV8S2A1N1T,3,0.06
B3GALT5,3,0.06
BDKRB1,3,0.06
C10orf88,3,0.06
C1QTNF3,3,0.06
C7orf63,3,0.06
CAMK2A,3,0.06
CATSPER2,3,0.06
CCDC33,3,0.06
CCDC71,3,0.06
CCNC,3,0.06
CD58,3,0.06
CDC14A,3,0.06
CDKN2D,3,0.06
CDT1,3,0.06
CHN2,3,0.06
CHRNB2,3,0.06
CLK3,3,0.06
COX4I1,3,0.06
COX5B,3,0.06
CPPED1,3,0.06
CSRNP2,3,0.06
CUL5,3,0.06
DDX24,3,0.06
DET1,3,0.06
DNAJC9,3,0.06
DRD1,3,0.06
DTNA,3,0.06
DUOX2,3,0.06
DVL1,3,0.06
DYNC2LI1,3,0.06
DZANK1,3,0.06
EDRF1,3,0.06
EHD2,3,0.06
ELOVL4,3,0.06
ERBB2,3,0.06
ERVH-6,3,0.06
F13B,3,0.06
F2R,3,0.06
FAM131A,3,0.06
FBP2,3,0.06
FBXO11,3,0.06
FHL3,3,0.06
FOXD1,3,0.06
FUT3,3,0.06
FZD3,3,0.06
GAGE12B,3,0.06
GALNT3,3,0.06
GCNT1P1,3,0.06
GCNT4,3,0.06
GGH,3,0.06
GLS2,3,0.06
GMPS,3,0.06
GPBP1L1,3,0.06
GPR27,3,0.06
GRHPR,3,0.06
GRPR,3,0.06
GSC2,3,0.06
HAB1,3,0.06
HBZ,3,0.06
HEMK1,3,0.06
HERC3,3,0.06
HNRNPAB,3,0.06
HSD17B3,3,0.06
HSF2,3,0.06
HTN3,3,0.06
HTR7,3,0.06
IFNA1,3,0.06
IFT20,3,0.06
IGLV4-60,3,0.06
IL17A,3,0.06
INPP5E,3,0.06
JRKL,3,0.06
KCNN3,3,0.06
KIR2DS1,3,0.06
KLHDC3,3,0.06
KLHL23,3,0.06
KLHL36,3,0.06
KLK11,3,0.06
KRT6A,3,0.06
LARP4,3,0.06
LDB3,3,0.06
LINC00599,3,0.06
LOC101927181,3,0.06
LOC101928676,3,0.06
MAGOHB,3,0.06
MAMLD1,3,0.06
MAP7D1,3,0.06
MASP2,3,0.06
MED27,3,0.06
MICA,3,0.06
MLN,3,0.06
MMP12,3,0.06
MMRN1,3,0.06
MOS,3,0.06
MPP2,3,0.06
MPZL2,3,0.06
MRC1,3,0.06
MSC,3,0.06
MTERF4,3,0.06
MYCBP2,3,0.06
MYL7,3,0.06
N6AMT1,3,0.06
NAT8,3,0.06
NCK2,3,0.06
NKAIN1,3,0.06
NME1-NME2,3,0.06
NR2E1,3,0.06
NUP214,3,0.06
NUP98,3,0.06
NVL,3,0.06
OCLM,3,0.06
OSBPL9,3,0.06
OTUD3,3,0.06
PACSIN3,3,0.06
PASK,3,0.06
PCDHGC3,3,0.06
PDE7B,3,0.06
PDGFB,3,0.06
PDK4,3,0.06
PEX12,3,0.06
PHF20L1,3,0.06
PIGC,3,0.06
PLA2G5,3,0.06
PLAA,3,0.06
PLCE1,3,0.06
PLEKHA4,3,0.06
PLLP,3,0.06
PLSCR2,3,0.06
PNPLA4,3,0.06
POLG2,3,0.06
POT1,3,0.06
PPFIA2,3,0.06
PPME1,3,0.06
PPP2R5C,3,0.06
PRKCE,3,0.06
PSG11,3,0.06
PTTG2,3,0.06
PWP2,3,0.06
RAB6B,3,0.06
RABIF,3,0.06
RAD1,3,0.06
RASL10A,3,0.06
RASSF9,3,0.06
RBM34,3,0.06
RC3H2,3,0.06
RCVRN,3,0.06
REG1P,3,0.06
RFC1,3,0.06
RIMS1,3,0.06
RING1,3,0.06
RND2,3,0.06
RND3,3,0.06
RNF2,3,0.06
ROPN1B,3,0.06
RP11-548H18.2,3,0.06
RRN3,3,0.06
S100G,3,0.06
SETD6,3,0.06
SLC27A3,3,0.06
SLC29A3,3,0.06
SLC34A1,3,0.06
SLC39A8,3,0.06
SLC4A8,3,0.06
SLFN12,3,0.06
SMARCA2,3,0.06
SMR3B,3,0.06
SNCB,3,0.06
SNPH,3,0.06
SNRNP40,3,0.06
SOGA1,3,0.06
ST6GAL1,3,0.06
STAT5B,3,0.06
TAT,3,0.06
TBX21,3,0.06
TCRBV12S3,3,0.06
TEFM,3,0.06
TEK,3,0.06
TEX14,3,0.06
THYN1,3,0.06
TLDC1,3,0.06
TMEM246,3,0.06
TMSB4Y,3,0.06
TOPBP1,3,0.06
TSC22D3,3,0.06
TTC27,3,0.06
TTTY15,3,0.06
U2AF2,3,0.06
UCP1,3,0.06
UGT2B15,3,0.06
USP47,3,0.06
UST,3,0.06
WFS1,3,0.06
WRAP53,3,0.06
XPA,3,0.06
XPNPEP2,3,0.06
ZBTB44,3,0.06
ZDHHC17,3,0.06
ZER1,3,0.06
ZFP2,3,0.06
ZIC4,3,0.06
ZNF174,3,0.06
ZNF41,3,0.06
ZNF443,3,0.06
